FID,OBJECTID,Site ID,Site Name,Level of Government,State,Level of Protection,Management Agency,Management Plan,Primary Conservation Focus,Conservation Focus,Fishing Restrictions,Protection Focus,Permanence,Constancy,Year Established,Anchor,Vessel,IUCN_MPA,IUCN category,Category,Marine Status,URL,WDPA_Cd,ProSeasID,Designation,Area (km2),Marine Area (km2),Percent Area Marine,No-Take Area (km2),Longitude,Latitude,VxCount,SHAPE_Leng,SHAPE_Area,Shape__Area,Shape__Length
876,876,NWR221,Franklin Island National Wildlife Refuge,Federal,ME,No Take,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1972,,,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/Maine_Coastal_Islands/about/franklinisland.html,0,NWR221,National Wildlife Refuge,0.0449263,0.019676797,44,0.044926278,-69.37411551,43.89185175,198,0.009353784,5.03076E-06,86507.16797,1275.498421
877,877,NWR222,Harbor Island National Wildlife Refuge,Federal,MI,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1983,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/harbor_island/,0,NWR222,National Wildlife Refuge,2.87693,0.525172949,18,0,-83.75824677,46.04670058,815,0.146875637,0.000334533,5973566.637,20073.91245
878,878,NWR224,Humboldt Bay National Wildlife Refuge,Federal,CA,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1971,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/humboldt_bay/,0,NWR224,National Wildlife Refuge,14.204,3.823057413,27,0,-124.2004546,40.68757649,1287,0.727780241,0.001512903,24745656,94300.74568
879,879,NWR227,McFaddin National Wildlife Refuge,Federal,TX,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1980,,Unrestricted,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/McFaddin/,0,NWR227,National Wildlife Refuge,239.484,11.87984848,5,0,-94.18400007,29.66511603,201,1.258520878,0.022240598,317177920.5,146945.8923
880,880,NWR232,Nantucket National Wildlife Refuge,Federal,MA,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1973,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/nantucket/,0,NWR232,National Wildlife Refuge,0.0851649,0.033566449,39,0,-70.04901314,41.39033031,75,0.016264924,9.16069E-06,151314.4258,1998.593067
881,881,NWR233,Rappahannock River Valley National Wildlife Refuge,Federal,VA,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1996,,,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/rappahannock_river_valley/,0,NWR233,National Wildlife Refuge,36.0284,0.690354288,2,0,-76.84746236,37.93885545,7924,1.354253695,0.003688443,57986402.64,168908.5852
882,882,NWR234,Salinas River National Wildlife Refuge,Federal,CA,No Take,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1973,,,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/salinas_river/,0,NWR234,National Wildlife Refuge,1.55144,0.660008669,43,1.551440358,-121.7997031,36.73924931,16,0.056718819,0.000156228,2415873.664,7102.007881
883,883,NWR236,Seal Island National Wildlife Refuge,Federal,ME,No Take,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1974,,,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/Maine_Coastal_Islands/about/sealisland.html,0,NWR236,National Wildlife Refuge,0.389603,0.04576695,12,0.389603347,-68.741008,43.88690306,399,0.062277296,4.36234E-05,750070.4727,7981.265662
884,884,NWR237,Texas Point National Wildlife Refuge,Federal,TX,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1979,,,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/texas_point/,0,NWR237,National Wildlife Refuge,33.8058,0.209171042,1,0,-93.89605192,29.69647334,174,0.321577648,0.003140491,44801171.93,37518.15284
885,885,NWR238,Thacher Island National Wildlife Refuge,Federal,MA,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1972,,Unrestricted,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/thacher_island/,0,NWR238,National Wildlife Refuge,0.0690427,0.024334263,35,0,-70.57491935,42.63904815,137,0.015530627,7.57378E-06,127582.8047,1906.603637
886,886,NWR239,Trustom Pond National Wildlife Refuge,Federal,RI,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1974,,,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/trustom_pond/,0,NWR239,National Wildlife Refuge,3.23044,0.009438523,0,0,-71.58276489,41.37618349,419,0.158269721,0.000347403,5737091.539,20182.48162
887,887,NWR203,Amagansett National Wildlife Refuge,Federal,NY,Zoned w/No Take Areas,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1968,Restricted,Restricted,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/amagansett/,0,NWR203,National Wildlife Refuge,0.163189,0.163189,0,0,-72.12779839,40.96915689,18,0.018348182,1.74407E-05,286236.2734,2296.399056
888,888,NWR229,Mississippi Sandhill Crane National Wildlife Refuge,Federal,MS,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1975,,,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/Mississippi_Sandhill_Crane/,0,NWR229,National Wildlife Refuge,81.853,81.853,0,0,-88.7353056,30.47429193,2070,1.626390178,0.007662544,110152886.6,191387.0757
889,889,NWR235,Sandy Point National Wildlife Refuge,Federal,US-VI,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1984,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/sandy_point/,0,NWR235,National Wildlife Refuge,2.10775,0.286356956,14,0,-64.89324248,17.68622196,127,0.071919032,0.000178528,2322072.493,8186.649769
890,890,NWR240,Vieques National Wildlife Refuge,Federal,PR,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2001,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/vieques/,0,NWR240,National Wildlife Refuge,71.2046,5.139745235,7,0,-65.40535144,18.12757968,3030,1.035679989,0.006046096,78836358.27,117784.4998
891,891,NWR241,Culebra National Wildlife Refuge,Federal,PR,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1909,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/culebra/,0,NWR241,National Wildlife Refuge,5.89051,0.792690098,13,0,-65.2956768,18.32669134,3379,0.554207247,0.000500729,6536389.941,63288.957
892,892,FLNMS17,Dry Tortugas Research Natural Area,Federal,FL,No Take,National Park Service,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Prohibited,,1,Ia,IUCN MPA,Mixed,https://www.nps.gov/drto/learn/nature/dry-tortugas-natural-research-area-rna.htm,0,NPS14a,Research Natural Area,120.495,120.276474,100,120.4946289,-82.90286077,24.65552782,58,0.547022101,0.010699019,145885083.9,63989.9253
893,893,HI70,Northwestern Hawaiian Islands Marine Refuge,State,HI,No Take,Hawaii Department of Land and Natural Resources,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Unrestricted,,1,Ia,IUCN MPA,Mixed,http://dlnr.hawaii.gov/dar/fishing/fishing-regulations/regulated-areas/northwestern-hawaiian-islands-marine-refuge/,0,AIHI002,Marine Refuge,2033.92,2027.165894,100,2033.918823,-170.3756337,23.7758838,4449,5.04878612,0.181911207,2499053259,590833.1863
894,894,FLNMS52,Tortugas North Ecological Reserve,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted,,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/,0,AIFL10b,Ecological Reserve,283.758,283.7581482,100,283.7581482,-82.98281359,24.71738621,9,0.783320339,0.025208334,343886424.5,89501.69513
895,895,FLNMS57,Western Sambo Ecological Reserve,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted,,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/,0,AIFL10c,Ecological Reserve,30.887,30.25731277,98,30.88696098,-81.70606844,24.52073743,5,0.235857345,0.002739583,37313876.99,28056.85937
896,896,FLNMS22,Eastern Sambo Research Only Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Unrestricted,,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/,0,AIFL9g,Research Only Area,0.628057,0.628056824,100,0.628056824,-81.6622598,24.49366248,5,0.03106744,5.56945E-05,758419.375,3584.451568
897,897,FLNMS53,Tortugas South Ecological Reserve,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted,,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/zones/ers/tortugas.html,0,AIFL10a,Ecological Reserve,188.049,188.0494385,100,188.0494537,-83.11666666,24.425,5,0.633333339,0.016666668,226835042.1,75973.41169
898,898,FLNMS5,Carysfort/South Carysfort Reef Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted,,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/zones/spas/carysfort.html,0,AIFL10e,Sanctuary Preservation Area,5.30809,5.308093548,100,5.308093548,-80.21468435,25.2176199,5,0.096861126,0.000473472,6485388.918,11455.36416
899,899,FLNMS7,Cheeca Rocks Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Unrestricted,,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/,0,AIFL10f,Sanctuary Preservation Area,0.185612,0.185611814,100,0.185611814,-80.6159329,24.90419536,5,0.016655363,1.65139E-05,225620.6621,1935.392153
900,900,FLNMS8,Coffins Patch Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted,,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/zones/spas/coffins.html,0,AIFL10g,Sanctuary Preservation Area,1.00867,1.008673906,100,1.008673906,-80.96664362,24.68506228,5,0.041758934,8.95834E-05,1221769.721,4827.989571
901,901,FLNMS10,Conch Reef Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Unrestricted,,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/zones/spas/conchreef.html,0,AIFL10h,Sanctuary Preservation Area,0.483745,0.483744919,100,0.483744919,-80.45825842,24.95227097,5,0.028796122,4.30556E-05,588473.9414,3431.437177
902,902,FLNMS14,Davis Reef Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted,,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/zones/spas/davisreef.html,0,AIFL10i,Sanctuary Preservation Area,0.358057,0.358056635,100,0.358056635,-80.50489916,24.92276915,5,0.022926002,3.18611E-05,435366.4941,2694.256525
903,903,FLNMS16,Dry Rocks Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted,,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/zones/spas/kldryrocks.html,0,AIFL10j,Sanctuary Preservation Area,0.206629,0.206629023,100,0.206629023,-80.29809804,25.12361111,5,0.017416536,1.84167E-05,252067.1973,2029.112852
904,904,FLNMS20,Eastern Dry Rocks Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,0,Unrestricted,,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/zones/spas/welcome.html,0,AIFL10k,Sanctuary Preservation Area,0.369723,0.369723439,100,0.369723439,-81.84378331,24.46175671,5,0.024230467,3.27778E-05,446238.0977,2809.627748
905,905,FLNMS48,The Elbow Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted,,1,Ia,IUCN MPA,Marine,https://floridakeys.noaa.gov/zones/spas/elbow.html,0,AIFL10l,Sanctuary Preservation Area,1.03921,1.039209008,100,1.039209008,-80.26070544,25.14371477,5,0.041123419,9.26388E-05,1268138.229,4817.23633
906,906,FLNMS24,French Reef Sanctuary Preservation Area,Partnership,FL,No Take,NOAA National Marine Sanctuary Program; Florida Fish and Wildlife Conservation Commission,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1990,Unrestricted,,1,Ia,IUCN MPA,Mixed,https://floridakeys.noaa.gov/zones/spas/frenchreef.html,0,AIFL10m,Sanctuary Preservation Area,0.486534,0.486533999,100,0.486533999,-80.34955555,25.03538889,4,0.030256537,4.33333E-05,592666.1309,3527.436565
907,907,PR20,Caño la Boquilla Natural Reserve,Territorial,PR,Uniform Multiple Use,Puerto Rico Department of Natural and Environmental Resources,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,0,Unrestricted,,1,IV,IUCN MPA,Mixed,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,0,AIPR2,Natural Reserve,0.705597,0.050188042,7,0,-67.17411996,18.25524659,864,0.175926697,5.99572E-05,782367.0146,20262.99589
908,908,PR25,Manglar Punta Tuna Natural Reserve,Territorial,PR,Uniform Multiple Use,Puerto Rico Department of Natural and Environmental Resources,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,0,Unrestricted,,1,IV,IUCN MPA,Interface,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,0,AIPR3,Natural Reserve,0.434501,0.022231337,5,0,-65.88127853,17.99574339,317,0.048036828,3.68664E-05,480348.9131,5485.061851
909,909,PR210,Caño Martín Peña Natural Reserve,Territorial,PR,Uniform Multiple Use,Puerto Rico Department of Natural and Environmental Resources,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,0,Unrestricted,,1,IV,IUCN MPA,Mixed,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,0,AIPR4,Natural Reserve,1.45437,0.810760617,56,0,-66.07325593,18.43619896,242,0.120586379,0.000123713,1615988.785,13777.41426
910,910,PR23,Finca Belvedere Natural Reserve,Territorial,PR,Uniform Multiple Use,Puerto Rico Department of Natural and Environmental Resources,,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,0,Unrestricted,,1,IV,IUCN MPA,Mixed,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,0,AIPR5,Natural Reserve,1.06101,0.992152631,94,0,-67.19584198,18.0809626,483,0.094037433,9.00689E-05,1174126.138,10759.11775
911,911,PR240,Laguna Tortuguero Natural Reserve,Territorial,PR,Uniform Multiple Use,Puerto Rico Department of Natural and Environmental Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1980,Unrestricted,Unrestricted,1,IV,IUCN MPA,MIxed,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,0,AIPR6,Natural Reserve,12.7155,2.11926055,17,1.79399,-66.44507817,18.46147202,500,0.213201007,0.001081771,14132652.9,24259.11242
912,912,PR220,Cayo Ratones Natural Reserve,Territorial,PR,Uniform Multiple Use,Puerto Rico Department of Natural and Environmental Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1983,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,0,AIPR7,Natural Reserve,0.00528698,0.001347893,25,0,-67.1882706,18.11664877,65,0.002962414,4.48897E-07,5852.894531,335.9478074
